travel_type,rating,label,covid,is_local,aspect_sentiment,topic_0,topic_1,topic_3,topic_4,topic_2,overall_textblob_polarity
,,,PostCovid,0,"[[hotel, tired, 0], [room, old, 3], [food, good, 4], [food, nice, 4], [staff, nearby, 2], [pool, helpful, 1], [pool, friendly, 1], [pool, good, 1]]",-0.4,0.35833333333333334,0.1,0.6499999999999999,0.0,0.1265151515151515
,,,PostCovid,1,"[[room, fantastic, 3]]",,,0.4,,,0.49000000000000005
,,,PostCovid,0,"[[time, local, 2]]",,,,,0.0,0.016666666666666673
solo,3.0,Neutral,PostCovid,1,"[[hotel, big, 0], [area, decent, 4], [room, old, 3], [room, bad, 3]]",0.0,,-0.29999999999999993,0.16666666666666666,,0.09437500000000004
,,,PostCovid,0,"[[food, many, 4], [food, local, 4], [hotel, clean, 0], [room, comfortable, 3], [staff, helpful, 2]]",0.3666666666666667,,0.4,0.25,0.0,0.39629629629629626
,,,PostCovid,0,"[[hotel, nice, 0], [food, little, 4], [pool, lovely, 1], [airport, covid, 0], [airport, mindful, 0]]",0.19999999999999998,0.5,,-0.1875,,0.24305555555555555
,5.0,Positive,PostCovid,0,"[[help, willing, 2]]",,,,,0.25,0.3986666666666667
,,,PostCovid,0,"[[staff, shabby, 2], [staff, friendly, 2]]",,,,,0.1875,0.013888888888888914
,,,PostCovid,1,"[[hotel, friendly, 0], [hotel, friendly, 0], [bathroom, big, 3], [bathroom, spacious, 3], [bathroom, clean, 3], [pool, new, 1]]",0.375,0.13636363636363635,0.12222222222222223,,,0.2434573002754821
,,,PostCovid,0,"[[check, friendly, 0]]",0.375,,,,,0.4616666666666667
,,,PostCovid,0,"[[room, far, 3], [pool, clean, 1]]",,0.3666666666666667,0.1,,,0.2795238095238095
,,,PostCovid,0,"[[room, little, 3]]",,,-0.1875,,,0.20249999999999999
,,,PostCovid,0,"[[hotel, clean, 0], [hotel, cozy, 0], [room, helpful, 3], [station, amazing, 4], [hotel, close, 0]]",0.05555555555555557,,0.0,0.6000000000000001,,0.3466666666666667
,,,PostCovid,0,"[[room, apart, 3]]",,,0.0,,,0.35500000000000004
,,,PostCovid,0,"[[staff, comfortable, 2]]",,,,,0.4,0.462962962962963
,,,PostCovid,0,"[[food, 'even hidden', 4], [food, 'definitely hidden', 4]]",,,,-0.16666666666666666,,0.26666666666666666
,5.0,Positive,PostCovid,0,"[[staff, good, 2], [pool, friendly, 1], [love, famous, 1], [love, 'quite famous', 1]]",,0.4583333333333333,,,0.7,0.3843417366946779
,,,PostCovid,0,"[[staff, helpful, 2], [room, clean, 3]]",,,0.3666666666666667,,0.0,0.55
,,,PostCovid,1,"[[floor, first, 3]]",,,0.25,,,0.23833333333333334
,,,PostCovid,0,"[[hotel, 'absolutely nothing', 0], [hotel, available, 0], [staff, unable, 2]]",0.30000000000000004,,,,-0.5,0.10625000000000001
,,,PostCovid,1,"[[room, fantastic, 3], [staff, soft, 2], [hotel, many, 0], [hotel, many, 0], [hotel, nice, 0]]",0.5333333333333333,,0.4,,0.1,0.4037698412698413
,,,PostCovid,0,"[[staff, good, 2]]",,,,,0.7,0.5296296296296296
,,,PostCovid,0,"[[night, great, 0], [staff, excellent, 2], [stay, pleasant, 2]]",0.8,,,,0.8666666666666667,0.5418181818181819
,,,PostCovid,0,"[[staff, friendly, 2], [staff, amazing, 2], [staff, friendly, 2], [stay, comfortable, 2], [hotel, sure, 0], [room, wonderful, 3]]",0.5,,1.0,,0.4375,0.34500000000000003
,,,PostCovid,1,"[[shower, new, 3], [shower, set, 3]]",,,0.06818181818181818,,,0.23409090909090907
,,,PostCovid,0,"[[airport, dangerous, 0], [airport, first, 0], [floor, tired, 3], [pool, safe, 1], [pool, healthy, 1], [staff, 'growing checked', 2]]",-0.175,0.5,-0.4,,0.0,0.04545454545454545
,,,PostCovid,0,"[[time, quiet, 2]]",,,,,0.0,0.7
,,,PostCovid,0,"[[staff, little, 2], [staff, far, 2], [room, smaller, 3], [room, amazing, 3], [pool, free, 1], [pool, 'well free', 1], [food, authentic, 4]]",,0.4,0.30000000000000004,0.5,-0.04375,0.37526041666666665
,,,PostCovid,1,"[[hotel, good, 0]]",0.7,,,,,0.44749999999999995
,1.0,Negative,PostCovid,0,"[[night, old, 0], [bed, dirty, 3]]",0.1,,-0.6,,,-0.44999999999999996
,,,PostCovid,0,"[[hotel, recommend, 0]]",0.0,,,,,0.06666666666666668
,,,PostCovid,1,"[[food, local, 4]]",,,,0.0,,0.5452380952380953
,,,PostCovid,1,"[[staff, great, 2]]",,,,,0.8,0.44000000000000006
couple,,,PostCovid,0,"[[day, last, 2], [staff, quick, 2], [time, plenty, 2], [time, satisfactory, 2], [pool, lovely, 1], [walk, quick, 4]]",,0.5,,0.3333333333333333,0.08333333333333333,0.3794871794871795
,,,PostCovid,0,"[[flight, 'even us', 0], [flight, early, 0]]",0.05,,,,,0.2571428571428572
,,,PostCovid,0,"[[bed, opposite, 3], [hotel, big, 0], [hotel, comfortable, 0], [hotel, 'really comfortable', 0], [time, first, 2], [room, loud, 3], [stay, available, 2], [stay, 'also available', 2], [airport, extra, 0]]",0.2,,0.05,,0.35000000000000003,0.11185897435897435
,,,PostCovid,0,"[[airport, far, 0], [room, bad, 3], [room, poor, 3]]",0.1,,-0.5499999999999999,,,-0.27999999999999997
business,,,PostCovid,0,"[[hotel, overall, 0], [hotel, 'already overall', 0]]",0.0,,,,,0.215
couple,5.0,Positive,PostCovid,0,"[[flight, nice, 0], [pool, interior, 1], [pool, available, 1], [pool, nice, 1], [pool, lower, 1], [pool, nice, 1], [pool, 'quite nice', 1]]",0.6,0.3666666666666667,,,,0.3268518518518519
,,,PostCovid,0,"[[time, long, 2]]",,,,,-0.05,0.18333333333333335
,,,PostCovid,0,"[[room, great, 3], [room, memorable, 3]]",,,0.65,,,0.3333333333333333
,,,PostCovid,0,"[[food, many, 4]]",,,,0.5,,0.14444444444444446
,,,PostCovid,0,"[[room, dirty, 3], [room, dusty, 3], [room, free, 3], [room, smaller, 3], [time, long, 2], [room, strong, 3], [room, enough, 3], [area, next, 4]]",,,-0.02777777777777778,0.0,-0.05,0.042187499999999996
,,,PostCovid,0,"[[hotel, favorite, 0], [time, open, 2], [time, 'finally open', 2], [time, covid, 2]]",0.5,,,,0.0,0.25
,,,PostCovid,0,"[[breakfast, green, 1], [breakfast, blue, 1], [breakfast, nice, 1], [area, nearby, 4]]",,0.13333333333333333,,0.0,,0.3857142857142857
,,,PostCovid,0,"[[hotel, clean, 0], [room, lovely, 3], [room, great, 3], [airport, amazing, 0], [airport, convenient, 0]]",0.32222222222222224,,0.65,,,0.40791666666666676
,,,PostCovid,0,"[[hotel, huge, 0], [room, new, 3], [room, top, 3], [room, 'probably top', 3], [room, comfortable, 3], [room, 'far comfortable', 3], [staff, 'absolutely standout', 2]]",0.4000000000000001,,0.35727272727272724,,0.2,0.37261363636363637
,,,PostCovid,0,"[[hotel, pleasant, 0], [hotel, pleasant, 0], [staff, close, 2], [staff, 'quite close', 2]]",0.7333333333333333,,,,0.0,0.8222222222222223
,,,PostCovid,1,"[[time, long, 2], [bathroom, large, 3], [bathroom, clean, 3], [stay, great, 2]]",,,0.2904761904761905,,0.375,0.48849206349206353
,,,PostCovid,0,"[[hotel, good, 0], [hotel, good, 0], [staff, super, 2], [staff, comfy, 2], [check, early, 0]]",0.5,,,,0.16666666666666666,0.3633333333333334
,,,PostCovid,0,"[[food, plenty, 4]]",,,,0.0,,0.5333333333333333
,5.0,Positive,PostCovid,0,"[[hotel, great, 0], [check, late, 0]]",0.25,,,,,0.30634920634920637
,,,PostCovid,0,"[[room, great, 3], [time, good, 2]]",,,0.8,,0.7,0.51
,,,PostCovid,0,"[[hotel, covid, 0], [time, covid, 2], [hotel, covid, 0]]",0.0,,,,0.0,0.25625
,,,PostCovid,0,"[[hotel, expensive, 0]]",-0.5,,,,,0.2611111111111111
couple,,,PostCovid,0,"[[day, best, 2], [staff, nice, 2], [staff, big, 2], [airport, convenient, 0], [airport, 'also convenient', 0], [night, late, 0], [pool, large, 1], [pool, great, 1], [pool, nice, 1]]",-0.09999999999999999,0.5380952380952381,,,0.5333333333333333,0.21945578231292515
business,,,PostCovid,0,"[[hotel, average, 0], [hotel, average, 0], [day, friendly, 2], [day, 'helpful friendly', 2]]",-0.15,,,,0.375,-0.01875
,,,PostCovid,0,"[[food, good, 4], [food, nice, 4], [food, cheap, 4], [area, many, 4], [room, much, 3]]",,,0.2,0.5499999999999999,,0.42666666666666675
,,,PostCovid,0,"[[room, spacious, 3], [room, nice, 3], [room, 'friendly nice', 3], [room, overdue, 3]]",,,0.271875,,,0.24166666666666664
,,,PostCovid,0,"[[room, quiet, 3]]",,,0.0,,,0.16333333333333333
couple,,,PostCovid,0,"[[airport, close, 0], [airport, great, 0], [airport, close, 0], [staff, friendly, 2], [staff, 'super friendly', 2], [room, fantastic, 3], [room, great, 3], [breakfast, gorgeous, 1], [hotel, 'well priced', 0]]",0.2,0.7,0.6000000000000001,,0.3645833333333333,0.4909722222222222
business,,,PostCovid,0,"[[hotel, complete, 0], [hotel, clean, 0]]",0.23333333333333334,,,,,0.3533333333333334
,,,PostCovid,0,"[[food, good, 4], [hotel, main, 0]]",0.16666666666666666,,,0.7,,0.33125
,,,PostCovid,0,"[[stay, friendly, 2], [room, nice, 3], [staff, friendly, 2]]",,,0.6,,0.375,0.4666666666666667
,,,PostCovid,0,"[[hotel, best, 0], [make, helpful, 2], [make, friendly, 2], [room, spacious, 3], [room, modern, 3], [room, local, 3], [room, cold, 3]]",1.0,,-0.09999999999999999,,0.1875,0.2638888888888889
,,,PostCovid,0,"[[room, tired, 3], [room, remote, 3], [staff, overall, 2], [staff, tired, 2], [staff, dark, 2], [staff, empty, 2], [breakfast, inconsistent, 1], [stay, clean, 2]]",,0.0,-0.25,,-0.056666666666666664,-0.041666666666666664
,,,PostCovid,0,"[[shop, overall, 4]]",,,,0.0,,0.35625
,2.0,Negative,PostCovid,0,"[[time, ready, 2], [time, prime, 2], [floor, free, 3], [floor, small, 3]]",,,0.07500000000000001,,0.1,0.22424242424242424
,,,PostCovid,0,"[[hotel, good, 0], [pool, nice, 1]]",0.7,0.6,,,,0.43846153846153846
,,,PostCovid,0,"[[check, late, 0], [pool, helpful, 1]]",-0.3,0.0,,,,0.4428571428571428
,,,PostCovid,0,"[[staff, happy, 2], [staff, satisfied, 2]]",,,,,0.65,0.6
,,,PostCovid,0,"[[room, friendly, 3], [room, helpful, 3], [hotel, clean, 0], [hotel, comfortable, 0], [food, available, 4]]",0.38333333333333336,,0.1875,0.4,,0.29166666666666663
,5.0,Positive,PostCovid,1,"[[hotel, 'also direct', 0], [hotel, helpful, 0], [hotel, professional, 0], [stay, useful, 2], [room, first, 3], [buffet, complimentary, 1], [buffet, daily, 1], [stay, long, 2]]",0.06666666666666667,0.15,0.25,,0.125,0.28630952380952385
,,,PostCovid,0,"[[time, good, 2]]",,,,,0.7,0.4523809523809523
,5.0,Positive,PostCovid,0,"[[room, lovely, 3], [stay, lovely, 2]]",,,0.5,,0.5,0.3
,5.0,Positive,PostCovid,0,"[[hotel, safe, 0], [hotel, covid, 0]]",0.25,,,,,0.40714285714285714
,,,PostCovid,0,"[[stay, homey, 2], [stay, wonderful, 2], [staff, covid, 2], [bed, sweet, 3], [bathroom, awesome, 3], [bathroom, clean, 3]]",,,0.5722222222222223,,0.3333333333333333,0.4678571428571428
,5.0,Positive,PostCovid,0,"[[hotel, amazing, 0], [help, extra, 2]]",0.6000000000000001,,,,0.0,0.3748196248196249
,,,PostCovid,1,"[[staff, short, 2], [staff, comfortable, 2], [staff, thoughtful, 2]]",,,,,0.26666666666666666,0.275
,,,PostCovid,0,"[[stay, great, 2], [room, big, 3]]",,,0.0,,0.8,0.7166666666666667
,5.0,Positive,PostCovid,0,"[[stay, spacious, 2]]",,,,,0.0,0.4058333333333333
,,,PostCovid,1,"[[room, best, 3]]",,,1.0,,,0.4295714285714286
,,,Covid,1,"[[shower, good, 3]]",,,0.7,,,0.16000000000000003
,,,Covid,0,"[[staff, pleasant, 2], [staff, 'really pleasant', 2], [staff, comfortable, 2]]",,,,,0.6222222222222222,0.6142857142857142
,,,Covid,0,"[[hotel, prompt, 0], [well, yummy, 1], [day, big, 2]]",0.0,0.0,,,0.0,0.2277777777777778
,,,Covid,0,"[[hotel, great, 0], [stay, plentiful, 2]]",0.8,,,,0.0,0.41875000000000007
,,,Covid,0,"[[stay, pandemic, 2], [staff, charming, 2], [staff, responsive, 2], [room, hospitable, 3], [stay, previous, 2]]",,,0.0,,0.13333333333333333,0.3020833333333334
,,,PreCovid,0,"[[staff, friendly, 2], [staff, slow, 2]]",,,,,0.03749999999999998,0.3175
,5.0,Positive,Covid,0,"[[room, clean, 3], [flight, urgent, 0]]",0.0,,0.3666666666666667,,,0.4797619047619048
,,,Covid,0,"[[hotel, lovely, 0], [staff, pleasant, 2], [stay, happy, 2], [time, next, 2]]",0.5,,,,0.5111111111111111,0.36583333333333334
,,,Covid,0,"[[time, great, 2], [staff, small, 2], [staff, 'quite small', 2], [staff, sufficient, 2], [staff, friendly, 2], [staff, helpful, 2], [time, wonderful, 2]]",,,,,0.2392857142857143,0.35454545454545455
couple,,,Covid,1,"[[room, little, 3], [room, disappointed, 3]]",,,-0.46875,,,0.0058333333333333345
,,,Covid,0,"[[area, nice, 4], [area, quite, 4]]",,,,0.3,,0.4888888888888888
,,,Covid,1,"[[hotel, great, 0]]",0.8,,,,,0.6166666666666667
,,,Covid,1,"[[room, poor, 3], [time, available, 2], [help, hard, 2], [room, single, 3], [hotel, patchy, 0], [hotel, wireless, 0], [hotel, nearby, 0]]",0.0,,-0.2357142857142857,,0.05416666666666667,-0.0947278911564626
,,,Covid,0,"[[room, friendly, 3], [room, helpful, 3], [room, clean, 3]]",,,0.24722222222222223,,,0.3773809523809524
,,,Covid,0,"[[room, pleasant, 3]]",,,0.7333333333333333,,,0.18430059523809522
,,,Covid,0,"[[time, third, 2], [check, early, 0], [room, available, 3], [hotel, big, 0], [hotel, clean, 0], [time, last, 2], [food, good, 4], [time, hard, 2]]",0.15555555555555556,,0.4,0.7,-0.09722222222222222,0.16510416666666666
,2.0,Negative,Covid,1,"[[bed, twin, 3], [bed, joint, 3]]",,,0.0,,,0.026136363636363645
,,,Covid,1,"[[staff, great, 2]]",,,,,0.8,0.46666666666666673
,,,Covid,0,"[[get, great, 0], [staff, good, 2]]",0.8,,,,0.7,0.49642857142857144
,,,Covid,0,"[[staff, great, 2], [staff, memorable, 2], [staff, fast, 2]]",,,,,0.5,0.4875
,,,Covid,0,"[[room, worth, 3], [room, comfortable, 3]]",,,0.35,,,0.32222222222222224
,,,Covid,1,"[[time, good, 2], [night, cheap, 0], [night, 'super cheap', 0], [food, wise, 4], [food, famous, 4], [food, yummy, 4]]",0.38333333333333336,,,0.39999999999999997,0.7,0.3647058823529412
,,,Covid,0,"[[room, nice, 3], [room, clean, 3], [bed, big, 3], [staff, 'well bed', 2], [staff, ample, 2], [staff, friendly, 2]]",,,0.32222222222222224,,0.125,0.34833333333333333
,,,Covid,0,"[[room, large, 3]]",,,0.21428571428571427,,,0.8038690476190476
,,,Covid,1,"[[room, poor, 3], [stay, previous, 2], [check, first, 0], [check, standard, 0], [room, clean, 3]]",0.125,,-0.016666666666666663,,-0.16666666666666666,-0.08571428571428573
,,,Covid,0,"[[hotel, small, 0], [airport, close, 0], [airport, close, 0], [floor, top, 3]]",-0.08333333333333333,,0.5,,,0.27
,,,Covid,0,"[[staff, great, 2], [airport, tired, 0], [airport, convenient, 0], [airport, 'also convenient', 0]]",-0.13333333333333333,,,,0.8,0.3121666666666667
,,,Covid,0,"[[staff, convenient, 2], [staff, lovely, 2], [pool, second, 1], [food, great, 4]]",,0.0,,0.8,0.25,0.3466666666666667
,,,Covid,1,"[[hotel, many, 0], [hotel, nearby, 0], [food, local, 4]]",0.25,,,0.0,,0.3236111111111111
,5.0,Positive,Covid,0,"[[hotel, pleasant, 0], [stay, pleasant, 2]]",0.7333333333333333,,,,0.7333333333333333,0.3469387755102041
,,,Covid,0,"[[hotel, lovely, 0], [hotel, worth, 0]]",0.4,,,,,0.21250000000000002
,,,Covid,0,"[[staff, nice, 2], [staff, warm, 2], [room, friendly, 3], [room, efficient, 3], [food, good, 4]]",,,0.1875,0.7,0.6,0.5177083333333332
,,,Covid,0,"[[road, orchard, 4]]",,,,0.0,,0.3371428571428572
,,,Covid,0,"[[room, enough, 3], [food, clean, 4], [airport, expensive, 0]]",-0.5,,0.0,0.3666666666666667,,-0.13583333333333336
,,,Covid,0,"[[room, nice, 3], [room, good, 3], [room, clean, 3], [room, excellent, 3], [shower, good, 3], [room, plenty, 3], [airport, free, 0], [airport, 'later free', 0]]",0.30000000000000004,,0.561111111111111,,,0.47083333333333327
,,,Covid,1,"[[hotel, friendly, 0], [hotel, clean, 0]]",0.37083333333333335,,,,,0.3902777777777778
,,,Covid,0,"[[airport, close, 0], [area, quiet, 4], [area, 'relatively quiet', 4], [hotel, perfect, 0], [hotel, local, 0], [hotel, connect, 0], [room, friendly, 3], [room, booked, 3], [room, executive, 3], [room, executive, 3]]",0.25,,0.09375,0.0,,0.35944444444444446
family,4.0,Positive,Covid,0,"[[time, good, 2], [day, big, 2]]",,,,,0.35,0.48571428571428577
,,,Covid,0,"[[food, good, 4]]",,,,0.7,,0.24285714285714285
couple,,,Covid,0,"[[hotel, atrocious, 0], [hotel, much, 0]]",-0.24999999999999997,,,,,-0.2296703296703297
couple,,,Covid,0,"[[pool, less, 1], [pool, top, 1], [food, opposite, 4], [food, 'right opposite', 4]]",,0.16666666666666669,,0.07142857142857142,,0.48031135531135527
,,,Covid,0,"[[flight, next, 0], [flight, 'long tiring', 0], [check, close, 0], [room, little, 3], [bed, old, 3], [bed, bare, 3], [bed, stuffy, 3], [pool, top, 1], [pool, adjacent, 1]]",-0.016666666666666666,0.25,-0.009374999999999998,,,0.10955882352941175
,,,Covid,0,"[[time, next, 2]]",,,,,0.0,0.24999999999999997
,,,Covid,0,"[[shower, warm, 3], [shower, fine, 3], [day, booked, 2]]",,,0.5083333333333333,,0.0,0.4135353535353536
